,Symbol,Name,Rank,Price,Change24h,MarketCap,Volume24h,Supply,Category
689,CRTS,Cratos,691,0.0001967,-0.95%,9697000.0,294604.0,49300000000.0,"Social, media & Content"
690,FIDA,Bonfida,692,0.21035655,-0.97%,9409000.0,2757000.0,44730000.0,"Decentralized exchange, DeFi"
691,CVP,PowerPool,693,0.31485,-0.29%,10083000.0,1365000.0,32024000.0,"Asset management, DeFi, DAO"
692,DORA,Dora Factory,694,1.82576,11.40%,9472000.0,1064000.0,5188000.0,DAO
693,APM,apM Coin,695,0.00665,-0.45%,8745000.0,1259000.0,1315000000.0,"Payments, Loyalty & Rewards"
694,KATA,Katana Inu,696,0.00043731,8.61%,9414000.0,785494.0,21527000000.0,N/A
695,PUSH,Ethereum Push Notification Service,697,0.22369,0.40%,9275000.0,270275.0,41463000.0,"Interoperability, DeFi, Web3, DAO"
696,KAN,BitKan,698,0.000955,0.10%,5203000.0,334360.0,5448000000.0,"Social, media & Content, Analytics"
697,VAL,Validity,699,1.87640766,0.26%,9181000.0,68503.0,4893000.0,Identity
698,CHO,Choise.com,700,0.08228,4.67%,9016000.0,2069999.9999999998,109574000.0,"NFTs & Collectibles, DeFi, DAO"
699,WOZX,Efforce,701,0.016866,-3.26%,8891000.0,82774.0,527135999.99999994,"NFTs & Collectibles, Energy, Loyalty & Rewards"
700,HI,HI,702,0.003196,-4.31%,9264000.0,520421.00000000006,2899000000.0,Payments
701,PNT,pNetwork,703,0.1240,4.73%,9227000.0,1489000.0,74408000.0,"NFTs & Collectibles, DeFi, DAO"
702,OPTI,Optimus AI,704,0.093327,-6.03%,8869000.0,298801.0,95035000.0,Cryptocurrencies
703,KRL,Kryll,705,0.2335,-1.39%,8523000.0,54079.0,36500000.0,Asset management
704,COT,Cosplay Token,706,0.02273466,3.61%,436063000.0,314082.0,19181000000.0,"Social, media & Content"
705,EXFI,Flare Finance,707,0.1864,-0.85%,9028000.0,79057.0,48432000.0,"Decentralized exchange, DeFi"
706,CGO,Comtech Gold,708,61.96,-0.55%,8736000.0,700659.0,141000.0,Asset-backed Tokens
707,MATH,MATH,709,0.0764,0.26%,8737000.0,449949.0,114356000.0,Payments
708,TET,Tectum,710,12.219,13.61%,9237000.0,1208000.0,755953.0,N/A
709,ACX,Across Protocol,711,0.06365,-4.91%,8788000.0,76140.0,138064000.0,N/A
710,GBYTE,Obyte,712,10.20431605,-1.31%,8602000.0,3744.0,842963.0,Smart contract platforms
711,GMMT,Giant Mammoth,713,2.8857,0.10%,8689000.0,4938000.0,3011000.0,N/A
712,VINU,Vita Inu,714,0.000000010000,1.66%,8483000.0,993133.0,N/A,Memes
713,BSCPAD,BSCPAD,715,0.10668,-0.95%,8450000.0,28795.0,79212000.0,"Developments tools, Fundraising"
714,PROS,Prosper,716,0.2894,0.70%,8407000.0,667299.0,29050000.0,"Prediction markets, DAO"
715,CRPT,Crypterium,717,0.0878,-1.68%,7450000.0,300480.0,84851000.0,Payments
716,PERL,PERL.eco,718,0.016959,0.99%,N/A,1248000.0,N/A,"Asset-backed Tokens, Marketplace"
717,INTER,Inter Milan Fan Token,719,2.36174375,-0.51%,8472000.0,1946000.0,3587000.0,"Sports, Fan Tokens"
718,ABT,Arcblock,720,0.08474,0.64%,8339000.0,100451.0,98403000.0,"Developments tools, Data management & AI, Interoperability"
719,NFTX,NFTX,721,13.660,0.77%,5737000.0,19063.0,419970.0,"NFTs & Collectibles, DeFi"
720,LOVELY,Lovely Inu,722,0.000000120000,-6.56%,8408000.0,3184000.0,N/A,Memes
721,DLC,Diamond Launch Coin,723,0.087381,1.26%,8406000.0,227234.0,96203000.0,"Loyalty & Rewards, Fundraising"
722,ASR,AS Roma Fan Token,724,2.62364952,2.86%,7901000.0,2463000.0,3012000.0,"Sports, Fan Tokens"
723,CATGIRL,Catgirl,725,0.0000000000000,-2.80%,8103999.999999999,1018000.0,N/A,"Memes, Cryptocurrencies"
724,JEWEL,DeFi Kingdoms,726,0.1111,-10.91%,8005000.000000001,93650.0,72049000.0,"Gaming, NFTs & Collectibles"
725,DEP,DEAPcoin,727,0.001110,0.18%,8026999.999999999,1442000.0,7231000000.0,"Gaming, NFTs & Collectibles, Metaverse"
726,ZKS,ZKSpace,728,0.040692,-4.84%,8034000.000000001,194739.0,197440000.0,"Decentralized exchange, Scaling, DeFi"
727,IMPT,IMPT,729,0.0060364,0.41%,7979000.0,1353000.0,1322000000.0,"NFTs & Collectibles, Marketplace"
728,DPR,Deeper Network,730,0.004148,2.02%,7987000.0,237631.0,1925000000.0,"Distributed computing & Storage, Internet of things"
729,HEGIC,Hegic,731,0.0112115,0.64%,12079000.0,60841.0,1077000000.0,"Decentralized exchange, Derivatives, DeFi"
730,PDEX,Polkadex,732,0.9430,-3.95%,7883000.0,354231.0,8359999.999999999,"Decentralized exchange, DeFi"
731,SUKU,Suku,733,0.0441,-0.23%,7868000.0,369606.0,178403000.0,"Enterprise solutions, DeFi, Web3"
732,UFT,UniLend,734,0.2524,-0.51%,15692000.0,1242000.0,62173000.0,"Lending & Borrowing, DeFi"
733,SPA,Sperax,735,0.00471911,0.21%,7829000.0,752195.0,1659000000.0,"Stablecoins, Algorithmic Stablecoins"
734,CPOOL,Clearpool,736,0.02333,-2.26%,7644000.0,328750.0,327654000.0,"Lending & Borrowing, DeFi"
735,SIDUS,SIDUS,737,0.0009419,0.26%,7646000.0,435881.0,8118000000.0,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse"
736,DAD,DAD,738,0.012710440,1.47%,7653000.0,401543.0,602083000.0,"Marketing, Web3, DAO"
737,XTP,Tap,739,0.00616834,-1.29%,N/A,116343.0,N/A,"Lending & Borrowing, Payments"
738,MEV,MEVerse,740,0.004291,-1.51%,7259000.0,60338.0,1692000000.0,"Interoperability, DeFi, Metaverse"
739,RAI,Rai Reflex Index,741,2.7781,1.39%,7137000.0,59647.0,2569000.0,"Asset-backed Tokens, DeFi"
740,HNS,Handshake,742,0.011537,-8.96%,6955000.0,52725.0,602824000.0,"Distributed computing & Storage, NFTs & Collectibles, Web3"
741,TITAN,TitanSwap,743,0.022943,-0.71%,2125000.0,205824.0,92615000.0,"Decentralized exchange, DeFi"
742,NGM,e-Money,744,0.00682,-1.30%,134765.0,26435.0,19760000.0,Payments
743,TNB,Time New Bank,745,0.000026,13.04%,89353.0,N/A,3437000000.0,"Smart contract platforms, Derivatives, Jobs"
744,BIT,BitDAO,N/A,0.4851,-3.73%,N/A,85617.0,N/A,DAO
745,1ECO,1eco,N/A,0.15192986,-0.88%,N/A,N/A,N/A,"NFTs & Collectibles, Social, media & Content, Metaverse"
746,PLTC,PlatonCoin,N/A,0.739452,-0.04%,N/A,N/A,N/A,"Cryptocurrencies, Payments"
747,SIX,SIX,N/A,0.024484,0.89%,N/A,244070.0,N/A,"Smart contract platforms, Enterprise solutions, Payments"
